"Sector","Total_Impact"
"personal_labor_income_taxes",-0.00105263145707038
"corporate_business_tax",-0.000549159342695435
"real_activity",-0.000465838001623415
"real_estate",-0.00017780537345405
"capital_markets",0.000169014236828045
"consumption_tax",-0.000149342386591252
"import_trade_tax",-0.000117087549983387
"FX_liqudity",-7.57739513720868e-05
"labor",-5.83181108825032e-05
