"Sector","Total_Impact"
"personal_labor_income_taxes",0.00185303483960766
"corporate_business_tax",0.000967509873808251
"real_estate",0.000873986812920106
"real_activity",0.000862103517672133
"capital_markets",-0.000804659757306367
"FX_liqudity",0.000246898401061257
"consumption_tax",0.000232373713612812
"import_trade_tax",0.000214036299414762
"labor",0.000128386148947176
