"Sector","Total_Impact"
"capital_markets",0.000585500721313116
"personal_labor_income_taxes",-0.000432029775684945
"real_activity",-0.000428544728896097
"corporate_business_tax",-0.000223845077404017
"FX_liqudity",-0.000156182163646194
"real_estate",9.07061379027608e-05
"labor",-5.98549661670069e-05
"import_trade_tax",-4.57092237742588e-05
"consumption_tax",-3.2188551614516e-05
