"Sector","Total_Impact"
"personal_labor_income_taxes",-0.0010823047117853
"capital_markets",0.000643660694901699
"corporate_business_tax",-0.000601628730071787
"FX_liqudity",-0.000151866011734477
"consumption_tax",-7.51119272209643e-05
"real_activity",5.24943661683035e-05
"import_trade_tax",-2.97392259752863e-05
"real_estate",-1.19054136746359e-05
"labor",3.37352166995272e-06
