"Family","Total_Impact"
"personal_labor_income_taxes",0.0577598316376123
"corporate_business_tax",0.0111859229881392
"real_estate",0.00902872761594213
"consumption_tax",0.000667011640023711
"import_trade_tax",-0.000206442622780874
"FX_liqudity",-0.00124001555569757
"labor",-0.00521222246240757
"capital_markets",-0.0177380274098577
"real_activity",-0.04601964573071
